id,original_language,genres,country,vote_average
the+thief+of+bagdad+1940,en,28,GB,7.5
singin+in+the+rain+1952,en,35,US,7.9
biker+boyz+2003,en,28,US,5.0
bordello+of+blood+1996,en,27,US,5.0
night+of+the+eagle+1962,en,18,GB,6.7
the+dead+man+and+being+happy+2012,en,18,ES,4.9
the+secret+in+their+eyes+2009,es,80,AR,7.8
harrison+bergeron+1995,en,35,,7.6
the+verdict+1982,en,18,US,7.4
ernest+goes+to+africa+1997,en,35,,3.5
legally+blondes+2009,en,35,US,4.4
the+artist+and+the+model+2012,en,18,ES,6.3
the+help+2011,en,18,IN,7.9
hellbent+2004,en,27,US,3.8
from+above+2014,en,10749,US,0.5
soapdish+1991,en,35,US,6.0
american+friends+1991,en,35,GB,6.2
wish+i+was+here+2014,en,18,US,6.4
riders+of+the+purple+sage+1996,en,10770,US,0.0
the+confessions+of+bernhard+goetz+1987,en,80,US,0.0
dirkie+-+lost+in+the+desert+1969,en,12,,5.8
skeleton+man+2004,en,27,US,2.9
good+ol+freda+2013,en,99,,6.9
clapham+junction+2007,en,18,GB,5.2
the+kings+speech+2010,en,18,GB,7.6
diabolique+1955,fr,18,FR,7.9
sweet+liberty+1986,en,35,,5.7
raise+the+red+lantern+1991,zh,18,CN,7.8
they+all+laughed+1981,en,18,US,5.5
night+and+fog+1955,fr,36,FR,8.3
cell+211+2009,es,28,FR,7.3
arizona+1940,en,37,US,4.8
the+hire+the+follow+2001,en,28,US,7.5
voyage+to+cythera+1984,el,18,GR,5.9
sunset+boulevard+1950,en,18,US,8.2
close+to+leo+2002,fr,18,FR,5.4
thirty-five+something+2005,en,35,BE,5.2
parenthood+1989,en,35,US,6.4
she+done+him+wrong+1933,en,35,US,5.2
war+dance+2007,en,99,US,7.3
face+of+a+fugitive+1959,en,28,US,3.9
news+from+home+1977,en,99,BE,8.5
i+want+someone+to+eat+cheese+with+2006,en,35,US,5.7
the+devil+to+pay+1930,en,35,US,4.7
x-men+first+class+2011,en,28,US,7.1
about+last+night+2014,en,35,US,6.0
god+speed+you+black+emperor+1976,ja,99,JP,5.0
tales+from+the+crypt+1972,en,27,GB,7.2
a+world+without+thieves+2004,zh,28,CN,7.1
the+wrong+trousers+1993,en,16,GB,7.6
american+me+1992,en,80,US,7.3
how+to+make+love+to+a+woman+2010,en,35,US,4.9
as+above_+so+below+2014,en,27,US,6.1
tale+of+a+forest+2012,en,99,,6.9
smokey+and+the+bandit+ii+1980,en,28,US,5.1
that+hamilton+woman+1941,en,18,GB,7.5
that+darn+cat+1965,en,18,US,6.4
dating+the+enemy+1996,en,35,AU,6.7
fantastic+mr.+fox+2009,en,12,US,7.5
the+hills+have+eyes+1977,en,27,US,6.1
cold+comfort+farm+1995,en,35,GB,7.0
idiots+and+angels+2008,en,16,US,6.3
slaughter+2009,en,53,US,4.3
m+1931,de,18,DE,8.0
boynton+beach+club+2005,en,35,,6.8
cremaster+2+1999,en,18,,5.8
murder++la+mod+1968,en,53,US,5.0
ninjas+vs.+zombies+2008,en,27,,3.6
dead+or+alive+1999,ja,28,JP,6.4
in+time+2011,en,28,US,6.7
severe+clear+2010,en,35,US,5.5
historien+om+kim+skov+1981,en,,DK,0.0
the+earth+is+a+sinful+song+1973,fi,18,FI,7.8
factory+girl+2006,en,18,US,6.2
fantomas+vs.+scotland+yard+1967,fr,35,FR,6.9
accident+2009,cn,28,HK,6.7
prom+night+iii+the+last+kiss+1990,en,53,CA,5.1
2-headed+shark+attack+2012,en,27,US,3.5
goya+in+bordeaux+1999,en,18,IT,5.5
girl+of+finland+1967,fi,,,8.0
shenandoah+1965,en,28,US,6.7
bread+and+tulips+2000,it,18,IT,7.0
car+bpnus+2001,fi,99,,0.0
grace+2009,en,27,CA,5.1
lemora+a+childs+tale+of+the+supernatural+1973,en,27,US,6.4
the+forgotten+space+2010,en,,,3.5
lady+sings+the+blues+1972,en,10749,US,7.2
sleepwalkers+1992,en,14,US,4.8
anna+karenina+1935,en,18,US,6.6
the+dream+catcher+1999,en,18,US,6.7
gigi+1949,fr,10749,FR,6.0
brainstorm+2001,pt,18,BR,7.4
samurai+i+musashi+miyamoto+1954,ja,18,JP,7.4
lincz+2010,pl,53,PL,6.4
indiscreet+1958,en,35,GB,6.3
another+chance+1989,en,,,0.0
htel+des+invalides+1952,en,99,,6.3
aziz+ansari+buried+alive+2013,en,35,US,7.4
in+order+not+to+be+here+2003,en,,,8.0
the+adventurers+1970,en,18,US,6.5
a+cure+for+love+1966,pl,35,PL,0.0
unzipped+1995,en,99,US,6.0
3+days+to+kill+2014,en,28,FR,6.0
operation+dumbo+drop+1995,en,28,US,4.7
life+or+something+like+it+2002,en,35,CA,5.7
wanted+dead+or+alive+1987,en,28,US,5.4
the+tic+code+2000,en,,,1.0
the+fighting+sullivans+1944,en,18,US,5.5
leprechaun+origins+2014,en,27,US,3.8
city+under+siege+2010,cn,878,HK,5.1
detroit+rock+city+1999,en,35,US,6.7
wyvern+2009,en,18,CA,5.5
beware+of+pity+1946,en,18,GB,4.5
the+last+word+2008,en,18,US,6.4
jolene+2008,en,18,US,6.2
next+of+kin+1984,en,18,CA,5.1
sometimes+in+april+2005,en,18,RW,7.2
once+upon+a+time+in+china+and+america+1997,cn,28,US,5.7
asterix+vs.+caesar+1985,fr,35,FR,6.5
sympathy+for+the+devil+1968,en,99,GB,6.5
dirty+wars+2013,en,99,US,7.1
the+devils+advocate+1997,en,18,DE,7.2
the+nature+of+existence+2010,en,99,CN,4.5
brothers+war+2009,en,28,US,3.7
men+of+means+1999,en,18,CA,0.0
captive+1998,en,10770,CA,0.0
the+6th+day+2000,en,878,US,5.7
hollywoodland+2006,en,18,US,6.1
the+ring+two+2005,en,18,US,5.5
surviving+progress+2011,en,99,CA,6.2
black+2005,hi,18,IN,7.7
the+shaggy+dog+1959,en,35,US,6.2
requiem+2006,de,18,DE,7.0
house+of+9+2005,en,53,DE,4.9
the+karen+carpenter+story+1989,en,18,,5.1
morning+of+the+earth+1971,en,12,,6.5
21-87+1963,en,99,CA,7.9
boomerang+1947,en,80,US,6.8
looking+forward+1933,en,18,US,0.0
dickson+experimental+sound+film+1894,en,,US,6.7
ladies+of+leisure+1930,en,18,US,5.4
the+scarlet+clue+1945,en,9648,US,5.9
this+property+is+condemned+1966,en,18,US,6.1
where+sleeping+dogs+lie+1991,en,9648,,3.0
near+dark+1987,en,18,US,6.8
man+on+the+moon+1999,en,35,US,6.9
royal+palace+2005,fr,35,FR,5.8
why+dont+you+play+in+hell+2013,ja,18,JP,7.0
clean+2004,en,18,GB,6.7
grumpier+old+men+1995,en,10749,US,6.5
kinetta+2005,el,18,GR,5.5
american+splendor+2003,en,35,US,7.1
chapter+two+1979,en,10749,US,7.5
holy+rollers+2010,en,80,US,6.1
vasermil+2007,en,18,IL,7.5
pornography+2003,pl,10752,FR,6.5
the+bay+2012,en,27,US,5.5
gomorrah+2008,it,18,IT,6.7
outrage+beyond+2012,ja,28,JP,7.1
hidden+agenda+1990,en,9648,GB,6.6
the+good+german+2006,en,10752,US,5.9
the+awful+truth+,en,,,0.0
forgetting+sarah+marshall+2008,en,35,US,6.4
tapia+2013,en,99,,8.0
iraq+in+fragments+2006,en,99,,6.8
justice+league+crisis+on+two+earths+2010,en,28,US,7.1
journey+into+fear+1943,en,9648,US,6.0
the+crew+2000,en,28,US,6.4
proxy+2013,en,18,US,5.9
drona+2008,hi,28,IN,2.6
lightspeed+2006,en,14,US,1.4
white+on+rice+2009,en,35,,6.4
series+7+the+contenders+2001,en,28,US,6.3
street+fighter+the+legend+of+chun-li+2009,en,28,CA,3.9
universal+soldier+regeneration+2009,en,12,US,5.2
breakfast+at+tiffanys+1961,en,35,US,7.6
savannah+2013,en,10749,US,5.9
live+and+become+2005,fr,18,FR,7.2
bushwhacked+1995,en,12,US,4.9
the+car+1977,en,27,US,6.2
all+of+me+2013,en,99,,4.0
happy+together+1997,zh,18,HK,7.7
fantasia+2000+1999,en,16,US,7.0
nurse+betty+2000,en,35,DE,5.9
the+patsy+1928,en,35,US,8.3
angels+in+the+outfield+1951,en,35,US,6.0
king+of+katoren+2012,nl,10751,NL,9.5
monster+house+2006,en,16,US,6.3
the+moon+is+blue+1953,en,35,US,6.1
the+final+2010,en,18,US,5.6
los+signos+del+zodiaco+1964,es,,,0.0
lucky+no+time+for+love+2005,hi,18,IN,4.5
maryam+2002,en,18,US,8.0
swordfish+2001,en,28,AU,6.1
rage+in+heaven+1941,en,,US,5.6
la+rgion+centrale+1971,en,,,8.3
under+the+north+star+2009,en,18,FI,6.8
how+to+make+a+monster+2001,fr,10770,,4.0
step+up+revolution+2012,en,10402,US,6.7
the+bridge+2006,en,99,US,7.0
mark+strikes+again+1976,it,28,IT,0.0
this+american+journey+2013,en,18,US,0.0
barbarosa+1982,en,28,US,6.4
how+the+west+was+fun+1994,en,18,CA,4.6
nights+in+rodanthe+2008,en,18,AU,5.9
port+of+flowers+1943,ja,10752,JP,8.7
the+revisionaries+2012,en,99,US,6.4
flash+gordon+conquers+the+universe+1940,en,878,,5.1
gentlemen+of+fortune+1971,ru,35,RU,7.4
star+trek+v+the+final+frontier+1989,en,878,US,5.6
i+will+buy+you+1956,ja,18,JP,8.3
dancing+in+september+2001,en,18,,6.5
three+crowns+of+the+sailor+1983,fr,14,FR,8.3
the+human+stain+2003,en,18,FR,6.1
the+reivers+1969,en,35,US,5.9
the+blood+spattered+bride+1972,es,27,ES,6.0
a+league+of+their+own+1992,en,35,US,6.8
revolutionary+girl+utena+the+movie+1999,ja,16,JP,7.3
the+emperor+jones+1933,en,18,US,3.8
you+got+served+2004,en,18,US,4.8
charlie+chan+in+shanghai+1935,en,80,US,7.0
last+chance+harvey+2008,en,18,GB,6.1
a+thousand+acres+1997,en,18,US,5.7
collateral+2004,en,18,US,7.0
malice+1993,en,18,US,5.9
in+bruges+2008,en,35,GB,7.4
the+grave+1996,en,35,US,0.0
the+winner+1979,en,18,,0.0
electric+dreams+1984,en,10402,GB,6.4
tomcats+2001,en,35,US,4.9
quill++the+life+of+a+guide+dog+2004,ja,18,JP,7.1
stuart+little+1999,en,16,DE,5.8
a+midwinters+tale+1995,en,35,GB,7.5
evergreen+2004,en,18,US,7.0
tarzans+magic+fountain+1949,en,28,US,5.5
unconscious+2004,es,35,PT,6.5
chuck++buck+2000,en,35,US,5.7
house+of+the+dead+2003,en,27,CA,2.8
dark+tide+2012,en,53,ZA,4.8
vollidiot+2007,de,35,DE,4.3
playing+in+the+company+of+men+2003,fr,18,FR,6.5
i+went+down+1997,en,28,GB,6.5
magnificent+bodyguards+1978,zh,28,HK,7.0
preaching+to+the+perverted+1997,en,35,GB,6.5
solo+2013,en,53,CA,4.7
mountain+patrol+2004,bo,18,CN,6.8
solo+1996,en,28,US,3.9
the+disappearance+of+haruhi+suzumiya+2010,ja,16,JP,7.8
babyfever+1994,en,,,0.0
v+1983,en,18,US,6.9
andrei+rublev+1966,ru,18,SU,8.0
the+grandfather+1998,es,18,ES,6.7
the+syrian+bride+2004,he,18,IL,6.1
childrens+island+1980,sv,18,,6.3
hilary+and+jackie+1998,en,10402,GB,6.5
the+preachers+wife+1996,en,14,US,5.4
passion+of+love+1981,it,18,IT,7.1
the+naked+face+1984,en,53,US,5.7
esa+ja+vesa++auringonlaskun+ratsastajat+1994,fi,,FI,6.5
desire+1936,en,35,US,5.2
aquamarine+2006,en,14,AU,5.8
the+wolf+man+1941,en,27,US,7.2
living+in+oblivion+1995,en,18,US,7.2
i+come+2000,fr,18,FR,6.8
deceptive+practice+the+mysteries+and+mentors+of+ricky+jay+2012,en,99,US,7.1
the+man+who+loved+women+1983,en,35,US,4.4
where+now+are+the+dreams+of+youth+1932,ja,18,JP,6.0
the+drowning+pool+1975,en,18,US,6.5
circus+1936,ru,35,RU,4.8
my+friend+from+faro+2008,de,18,DE,5.8
ouch+2000,fr,35,FR,7.0
my+bollywood+bride+2006,hi,35,IN,3.0
wild+things+diamonds+in+the+rough+2005,en,80,US,4.3
the+crocodile+hunter+collision+course+2002,en,10751,AU,5.4
all+the+light+in+the+sky+2012,en,18,,5.9
rid+of+me+2011,en,35,,5.0
lad+a+dog+1962,en,18,US,8.0
the+ballad+of+nessie+2011,en,16,US,7.3
the+wandering+soul+murders+2001,en,10770,CA,5.5
richard+iii+1955,en,18,GB,6.8
rocket+singh+salesman+of+the+year+2009,hi,18,IN,7.0
skin_+skin+1966,fi,18,FI,4.5
earth+vs.+the+flying+saucers+1956,en,28,US,6.0
47+samurai+1962,ja,36,JP,7.1
hard+ticket+to+hawaii+1987,en,28,US,4.4
monty+python+and+the+holy+grail+1975,en,12,GB,7.8
terms+and+conditions+may+apply+2013,en,99,,6.9
the+return+of+swamp+thing+1989,en,27,US,4.6
hellraiser+deader+2005,en,27,RO,4.4
winnie+the+pooh+and+tigger+too+1974,en,16,US,8.1
cq+2001,en,35,FR,6.0
a+little+princess+1995,en,18,US,7.4
october+country+2009,en,99,,8.5
the+princess+of+egypt+2013,en,18,FI,6.5
raja+2003,fr,18,FR,4.8
walter+defends+sarajevo+1972,bs,10752,BA,6.5
ruggles+of+red+gap+1935,en,35,US,5.1
presspauseplay+2011,en,99,,7.6
the+champion+1915,en,35,US,6.3
the+skeleton+key+2005,en,18,DE,6.4
the+last+station+2009,en,18,GB,6.7
the+pied+piper+1972,en,18,GB,4.7
the+verdict+2013,nl,80,BE,6.2
35+up+1991,en,99,GB,7.7
out+of+bounds+2011,da,18,DK,5.0
the+eleventh+hour+2008,en,28,US,4.3
i+still+know+what+you+did+last+summer+1998,en,27,US,5.1
catlow+1971,en,37,GB,4.4
nobody+owns+me+2013,sv,18,SE,6.1
blood+on+the+sun+1945,en,28,US,5.1
the+lady+in+red+1979,en,28,US,6.3
ss+experiment+love+camp+1976,it,27,IT,4.9
american+ninja+1985,en,28,US,5.5
im+all+right+jack+1959,en,35,GB,6.9
islander+2006,en,18,,5.0
brown+of+harvard+1926,en,18,US,6.5
witless+protection+2008,en,28,US,3.9
the+exorcist+1973,en,18,US,7.5
testament+1983,en,28,US,6.3
stranger+on+the+prowl+1952,en,18,IT,0.0
perfume+2001,en,35,,5.5
hero+wanted+2008,en,28,US,5.3
the+skin+i+live+in+2011,es,18,ES,7.4
august+osage+county+2013,en,35,US,6.9
the+lucky+texan+1934,en,28,US,3.9
who+framed+roger+rabbit+1988,en,14,US,7.2
dog+days+2001,de,18,AT,6.7
torso+1973,it,27,IT,6.2
detention+2011,en,27,US,5.7
our+man+flint+1966,en,12,US,6.3
work+in+progress+2001,es,99,,7.2
playmobil+the+secret+of+pirate+island+2009,en,28,,0.0
radio+on+1979,en,18,DE,5.0
mahler+1974,en,18,GB,5.7
hail+mary+1985,fr,18,GB,6.9
farewell+my+concubine+1993,zh,18,CN,7.8
the+rat+savior+1976,hr,878,HR,7.5
the+thin+red+line+1998,en,18,CA,7.2
deathstalker+1983,en,28,AR,4.3
jacob+the+liar+1974,de,36,CZ,7.3
poison+1991,en,18,US,6.4
free+radicals+a+history+of+experimental+film+2012,en,99,,8.0
power+and+terror+noam+chomsky+in+our+times+2002,en,99,,5.0
daylight+robbery+2008,en,80,,5.3
balto+1995,en,10751,US,7.1
american+psycho+2+all+american+girl+2002,en,27,US,4.6
the+bullfighters+1945,en,35,US,5.1
the+haunted+mansion+2003,en,53,US,5.1
unraveled+2012,en,99,,6.3
free+money+1998,en,35,CA,5.7
bigger+stronger+faster*+2008,en,99,US,7.0
spud+2010,en,35,ZA,7.3
devil+in+a+blue+dress+1995,en,18,US,6.3
highball+1997,en,35,US,4.5
just+4+kicks+2003,en,10751,US,4.0
fargo+1996,en,80,US,7.7
the+insider+1999,en,18,US,7.3
happiness+is+in+the+field+1995,en,35,FR,7.0
hercules+and+the+lost+kingdom+1994,en,28,NZ,5.1
loving+1970,en,18,US,7.8
assault+on+precinct+13+2005,en,53,US,6.0
and+then+there+were+none+1945,en,80,US,6.7
tis+kakomoiras+1963,el,35,GR,7.9
getting+to+know+you+1999,en,,,8.0
the+governess+1998,en,18,,6.8
la+suerte+est+echada+2005,es,,AR,6.3
the+land+before+time+vi+the+secret+of+saurus+rock+1998,en,10751,,5.7
10+mph+2007,en,99,,9.0
circus+2000,en,80,GB,4.3
timer+2009,en,14,US,5.9
everybodys+famous+2000,nl,35,BE,6.4
the+go-between+1971,en,18,GB,6.2
she+gods+of+shark+reef+1958,en,28,US,3.0
my+mothers+castle+1990,fr,12,FR,7.4
liar+liar+1997,en,35,US,6.4
the+mummy+tomb+of+the+dragon+emperor+2008,en,12,DE,5.2
ridicule+1996,en,35,FR,7.4
underground+the+julian+assange+story+2012,en,18,AU,5.8
americano+2005,en,35,ES,5.9
crazed+fruit+1956,ja,10749,JP,7.5
shrek+2001,en,12,US,7.3
are+we+done+yet+2007,en,35,US,5.1
easy+living+1937,en,35,US,6.1
happy+tears+2009,en,35,US,4.9
the+sword+and+the+sorcerer+1982,en,28,US,5.6
the+covenant+2006,en,28,US,5.2
bashu_+the+little+stranger+1989,fa,18,IR,6.2
on+moonlight+bay+1951,en,35,US,6.3
big+stan+2007,en,35,US,5.9
niagara_+niagara+1997,en,18,CA,7.7
two+evil+eyes+1990,en,27,IT,6.1
joe+goulds+secret+2000,en,18,,6.8
jay+mohr+funny+for+a+girl+2012,en,35,US,5.0
rudolph_+the+red-nosed+reindeer+1964,en,16,US,6.9
the+lord+of+the+rings+the+fellowship+of+the+ring+2001,en,12,NZ,8.0
h.o.t.s.+1979,en,35,US,5.1
city+heat+1984,en,28,US,5.1
sweet+mud+2006,he,18,IL,8.0
tuareg+desert+warrior+1984,en,28,,0.0
hiroshima+2005,en,99,GB,6.2
the+story+of+dr.+wassell+1944,en,18,US,6.3
we+all+loved+each+other+so+much+1974,it,18,IT,8.2
the+conformist+1970,it,18,IT,7.6
white+night+2007,da,18,DK,5.3
powder+1995,en,18,US,6.3
blue+ruin+2014,en,80,US,6.9
wasabi+2001,fr,18,JP,6.2
the+great+ecstasy+of+woodcarver+steiner+1974,de,99,DE,7.4
killjoy+2+deliverance+from+evil+2002,en,27,US,3.0
the+aerial+2007,es,878,AR,7.1
the+first+movie+2009,en,99,,7.7
the+warrior+2001,en,12,FR,6.3
the+young+and+prodigious+t.s.+spivet+2013,en,12,CA,6.7
gerhard+richter+painting+2012,en,99,DE,7.1
the+taming+of+the+shrew+1967,en,35,IT,6.9
the+driver+1978,en,28,GB,7.1
the+greatest+movie+ever+sold+2011,en,35,US,6.3
a+view+to+a+kill+1985,en,12,FR,6.0
aziz+ansari+intimate+moments+for+a+sensual+evening+2010,en,35,US,6.9
the+power+of+one+1992,en,18,GB,7.6
direct+action+2004,en,28,US,4.1
season+for+assassins+1975,it,18,IT,0.0
murder+over+new+york+1940,en,80,US,6.3
buying+the+cow+2002,en,35,US,5.6
the+bourne+ultimatum+2007,en,28,DE,7.3
shotgun+stories+2007,en,18,US,6.9
how+about+you...+2007,en,35,IE,6.2
13+lakes+2004,en,,US,5.0
the+last+polka+1985,en,,,5.0
quatermass+and+the+pit+1967,en,27,GB,6.2
asphalt+lambs+1968,fi,18,FI,7.0
bedevilled+2010,ko,53,KR,7.3
enemy+of+the+state+1998,en,28,US,6.7
great+directors+2010,en,99,,6.2
simon+says+2006,en,27,US,5.2
american+hustle+2013,en,18,US,6.8
encounters+at+the+end+of+the+world+2007,en,99,US,7.2
something+to+talk+about+1995,en,35,US,5.7
animal+kingdom+2010,en,18,AU,6.7
cousin+bette+1998,en,35,,5.9
camille+claudel+1915+2013,fr,18,FR,7.0
the+haunted+castle+1969,ja,27,JP,5.0
the+desert+of+the+tartars+1976,it,18,IT,6.9
the+girl+on+a+motorcycle+1968,en,18,FR,5.1
outside+the+law+2002,en,28,US,3.1
seven+invisible+men+2005,en,,LT,5.0
the+monster+1993,hi,27,IN,6.0
the+importance+of+tying+your+own+shoes+2011,sv,18,SE,5.9
three+colors+blue+1993,fr,18,FR,7.7
dark+days+2000,en,99,US,7.7
the+bad+news+bears+in+breaking+training+1977,en,35,US,6.0
in+the+company+of+men+1997,en,35,CA,6.8
the+lawless+frontier+1934,en,28,US,4.0
in+darkness+2011,de,18,CA,7.1
de+dominee+2004,nl,18,NL,6.4
return+2011,en,18,US,6.5
cass+timberlane+1947,en,18,,6.0
fever+pitch+1997,en,35,GB,6.1
sex+in+chains+1928,de,18,DE,5.0
shutter+island+2010,en,18,US,7.8
n+1998,en,18,CA,7.0
kitty+1945,en,18,US,4.4
familiar+ground+2011,fr,35,CA,6.5
elmer+gantry+1960,en,18,US,7.3
the+winslow+boy+1999,en,18,GB,6.4
to+be+takei+2014,en,99,US,6.9
screwed+2000,en,28,,4.9
virginia+2010,en,18,US,5.8
the+vanishing+1988,nl,27,NL,7.4
ultraviolet+2006,en,878,US,4.8
star+kid+1997,en,28,US,4.9
sister+street+fighter+1974,ja,28,JP,7.0
the+parallax+view+1974,en,80,US,6.9
once+is+not+enough+1975,en,18,US,6.7
my+mother+and+her+guest+1961,ko,18,KR,5.5
55+days+at+peking+1963,en,28,US,6.5
on+the+road+2012,en,12,BR,5.5
home+run+2013,en,18,US,6.3
the+westerner+1940,en,28,US,6.1
budd+boetticher+a+man+can+do+that+2005,en,99,US,7.0
buffalo+66+1998,en,10749,US,7.2
a+perfect+day+2008,it,10749,IT,6.6
nelly+and+monsieur+arnaud+1996,fr,18,DE,7.1
no+one+knows+about+persian+cats+2009,fa,18,IR,6.5
rough+night+in+jericho+1967,en,37,US,7.3
smokin+aces+2+assassins+ball+2010,en,28,US,5.4
peaceful+warrior+2006,en,18,DE,7.3
the+fifth+element+1997,en,12,FR,7.3
thirst+for+love+1967,ja,,JP,7.0
the+bloody+olive+1997,en,35,BE,7.3
the+subject+was+roses+1968,en,18,US,7.0
sirocco+1951,en,28,US,3.9
dont+drink+the+water+1994,en,35,US,4.9
a+fantastic+fear+of+everything+2012,en,35,GB,5.7
heavy+metal+1981,en,16,CA,6.3
shes+the+one+1996,en,35,US,5.7
drive+2011,en,18,US,7.4
the+bad+lieutenant+port+of+call+-+new+orleans+2009,en,18,US,6.0
the+caller+2011,en,27,GB,6.0
dancing+at+lughnasa+1998,en,18,IE,6.0
a+lesson+in+love+1954,sv,18,SE,6.7
floating+skyscrapers+2013,pl,18,PL,5.8
knights+of+bloodsteel+2009,en,12,CA,4.6
the+second+jungle+book+mowgli++baloo+1997,en,12,US,3.2
15+2005,ro,,RO,8.0
chain+of+fools+2000,en,28,US,5.9
centurion+2010,en,12,FR,6.0
a+cry+in+the+night+1956,en,18,US,3.6
death+of+a+salesman+1985,en,18,US,5.9
the+truman+show+1998,en,35,US,7.8
jesus+of+montreal+1989,fr,18,CA,6.8
goodfellas+1990,en,18,US,8.2
brewsters+millions+1985,en,35,US,6.5
the+emigrants+1971,sv,12,SE,6.8
into+the+mind+2013,en,99,US,6.9
the+visitor+2008,en,18,,6.0
supermen+of+malegaon+2009,en,99,IN,0.0
third+person+2013,en,18,BE,5.8
white+palace+1990,en,18,US,6.2
baran+2001,fa,18,IR,7.6
nowhere+1997,en,878,US,6.3
son+of+babylon+2009,ar,18,IQ,7.7
hot+pursuit+1987,en,35,MX,6.1
children+of+the+corn+2009,en,18,US,4.3
saturday+night+fever+1977,en,18,US,6.5
ikiru+1952,ja,18,JP,8.1
ninja+shadow+of+a+tear+2013,en,28,TH,5.9
the+dancer+upstairs+2002,en,80,ES,6.8
were+not+dressing+1934,en,35,US,5.0
seeking+asian+female+2012,en,99,,5.0
luck+by+chance+2009,hi,10749,IN,6.6
delta+force+2+the+colombian+connection+1990,en,28,US,5.3
the+protector+2005,th,28,TH,6.8
the+dark+tower+1943,en,18,GB,7.0
the+lords+of+salem+2012,en,27,CA,5.1
diner+1982,en,35,US,6.9
last+of+the+renegades+1964,de,37,DE,6.7
separation+city+2009,en,10749,NZ,5.4
the+express+2008,en,18,DE,7.1
shall+we+dance+2004,en,18,US,5.9
the+glass+menagerie+1950,en,18,US,6.7
dr.+dolittle+2+2001,en,35,US,4.9
the+hunt+2012,da,18,DK,7.9
a+knights+tale+2001,en,12,US,6.6
darbys+rangers+1958,en,10752,US,6.0
phoenix+1998,en,18,US,5.2
omagh+2004,en,18,IE,6.1
brothers+keeper+1992,en,99,US,7.4
what+women+want+2011,zh,10749,CN,6.3
the+yakuza+papers_+vol.+1+battles+without+honor+and+humanity+1973,ja,28,JP,7.2
man+of+her+dreams+1997,en,27,,0.0
the+high+sign+1921,en,80,US,7.2
the+code+conspiracy+2002,en,28,,3.0
lost+in+america+1985,en,35,US,7.3
jud+s+1940,de,18,DE,3.9
the+green+2011,en,18,US,5.6
american+gothic+1988,en,27,,5.8
salems+lot+2004,en,27,US,5.5
beyond+silence+1996,de,18,DE,6.5
hells+kitchen+1998,en,80,US,5.4
mishima+a+life+in+four+chapters+1985,en,18,JP,7.7
bullies+1986,en,28,CA,4.5
love++pop+1998,ja,18,JP,7.0
its+all+gone+pete+tong+2004,en,18,CA,7.1
pink+cadillac+1989,en,28,US,5.3
any+number+can+play+1949,en,18,US,5.5
bamboozled+2000,en,35,US,6.3
the+old+lady+and+the+pigeons+1997,fr,16,CA,7.6
monday+2000,ja,35,JP,7.5
when+love+is+not+enough+the+lois+wilson+story+2010,en,18,US,4.4
repo+man+1984,en,35,US,6.7
camouflage+2001,en,28,US,4.8
the+red+and+the+white+1967,hu,18,HU,6.8
standing+up+2013,en,18,US,6.5
cheap+thrills+2013,en,18,US,6.3
if+i+had+a+million+1932,en,18,US,5.3
the+pirates+in+an+adventure+with+scientists+2012,en,16,GB,6.4
forty+guns+1957,en,28,US,6.3
transcendence+2014,en,53,CN,5.9
cinemania+2002,en,99,US,7.1
abba+-+the+movie+1977,en,99,AU,6.6
mr.+jones+1993,en,18,US,5.9
the+haunted+world+of+el+superbeasto+2009,en,16,US,6.1
citizens+band+1977,en,35,US,4.7
forgetting+the+girl+2012,en,53,US,6.0
joy+of+sex+1984,en,35,US,2.7
idlewild+2006,en,80,US,5.1
project+almanac+2015,en,878,US,6.4
friday+the+13th+part+iii+1982,en,27,US,5.7
slumber+party+57+1976,en,,,0.0
a+field+in+england+2013,en,18,GB,6.3
modris+2014,en,18,GR,5.0
almost+heroes+1998,en,28,US,5.5
amador+2010,es,18,ES,6.6
aakrosh+2010,hi,28,,6.4
dead+rising+watchtower+2015,en,27,US,5.0
safrana+or+freedom+of+speech+1978,en,18,MR,0.0
los+marziano+2011,en,18,AR,6.0
business+as+usual+1987,en,18,GB,0.0
all+the+kings+men+2006,en,18,US,5.7
allan+quatermain+and+the+temple+of+skulls+2008,en,10749,US,3.4
the+land+before+time+xii+the+great+day+of+the+flyers+2006,en,16,US,6.2
family+united+2013,en,35,ES,6.1
jamie+and+jessie+are+not+together+2011,en,35,US,4.6
in+your+eyes+2014,en,18,US,7.1
far+cry+2008,en,28,CA,3.1
standard+time+2002,en,10402,US,0.0
bronco+billy+1980,en,28,US,5.2
fortress+1985,en,27,AU,6.9
free+samples+2012,en,35,US,6.0
putty+hill+2010,en,18,US,6.7
best+in+show+2000,en,35,US,6.7
suck+2009,en,35,,6.1
i+married+a+strange+person+1998,en,18,US,7.5
oliver++company+1988,en,16,US,6.5
tin+toy+1988,en,16,US,6.3
awakenings+1990,en,18,US,7.6
angels+crest+2011,en,18,CA,5.9
firecracker+2005,en,9648,US,6.0
chicago+overcoat+2009,en,28,US,6.1
the+night+of+the+generals+1967,en,18,FR,6.6
how+the+myth+was+made+a+study+of+robert+flahertys+man+of+aran+1984,en,99,US,0.0
moll+flanders+1996,en,18,US,6.2
wrong+is+right+1982,en,35,US,6.0
suicide+killers+2006,en,99,,7.0
phenomenon+1996,en,18,US,6.2
ghetto+2006,en,36,DE,5.8
