id,original_language,genres,country,vote_average
my+favorite+year+1982,en,35,US,7.1
the+lady+2011,en,18,FR,6.9
batman+year+one+2011,en,28,US,7.1
forty+shades+of+blue+2005,en,18,US,6.0
kiss+them+for+me+1957,en,35,US,4.9
a+matter+of+loaf+and+death+2008,en,16,GB,7.2
the+wrecking+crew+2008,en,10402,US,7.3
a+matter+of+taste+2000,fr,18,,5.8
making+the+new+world+2006,en,99,,0.0
alice+in+wonderland+1985,en,10751,US,6.3
deadly+circuit+1983,fr,80,FR,6.2
the+circle+2000,fa,18,IR,6.6
backstage+2000,en,,US,7.5
national+lampoons+vacation+1983,en,35,US,7.1
the+childhood+of+maxim+gorky+1938,ru,18,,7.3
red+tails+2012,en,18,US,5.9
midnight+movies+from+the+margin+to+the+mainstream+2006,en,99,CA,7.3
run+lola+run+1998,de,28,DE,7.2
bedtime+stories+2008,en,14,US,5.9
porkys+3+revenge+1985,en,35,CA,5.0
the+oak+1992,ro,35,RO,5.9
legends+of+oz+dorothys+return+2013,en,16,IN,5.8
another+day_+another+time+celebrating+the+music+of+inside+llewyn+davis+2013,en,99,US,9.3
farewell_+my+queen+2012,fr,18,FR,5.8
noah+2014,en,18,US,5.5
ghost+rider+spirit+of+vengeance+2011,en,28,AE,4.7
school+ties+1992,en,18,US,6.3
the+opportunists+2000,en,35,GB,5.5
butter+2011,en,35,US,5.8
show+boat+1936,en,10402,US,7.5
legal+eagles+1986,en,35,US,5.9
nicholas+nickleby+2002,en,12,GB,6.8
i+want+to+live+1958,en,80,US,7.2
asexual+2011,en,99,,5.7
pollock+2000,en,18,US,6.6
walk+dont+run+1966,en,35,US,6.3
keep+the+aspidistra+flying+1997,en,35,GB,6.3
anaconda+1997,en,12,BR,4.8
diary+of+a+shinjuku+thief+1969,ja,18,JP,5.4
romeo+and+juliet+1968,en,18,IT,7.3
day+and+night+2004,en,18,SE,6.0
the+monitors+1969,en,878,US,4.0
the+tree+2010,en,18,FR,6.7
from+beyond+1986,en,27,US,6.5
dragon+the+bruce+lee+story+1993,en,18,US,6.8
in+harms+way+1965,en,10752,US,6.5
start+the+revolution+without+me+1970,en,35,US,5.5
max+2002,en,10752,CA,6.2
cutie+honey+2004,ja,28,JP,5.8
death+before+dishonor+1987,en,18,US,5.0
the+tailor+of+panama+2001,en,18,IE,6.2
day+is+done+2011,en,,CH,0.0
strange+planet+1999,en,35,AU,6.1
the+last+letter+2002,en,18,,0.0
the+hero+1966,bn,18,IN,7.6
freeheld+2007,en,,,8.5
ana+and+the+others+2003,en,18,AR,6.3
redes+1936,es,36,MX,5.0
expect+no+mercy+1995,en,28,CA,4.1
serrallonga+2008,es,,,0.0
the+slap+1974,fr,10769,IT,5.2
princess+kaiulani+2010,en,18,US,4.8
my+first+mister+2001,en,35,DE,6.4
the+fluffer+2001,en,35,US,5.4
call+northside+777+1948,en,80,US,6.8
the+clearing+2004,en,18,DE,5.6
the+yes+men+2003,en,35,US,7.0
first+comes+love+2013,en,99,US,6.0
han+gong-ju+2015,ko,18,KR,7.3
gullivers+travels+2010,en,35,US,4.9
the+naked+island+1960,ja,18,JP,7.6
dark+house+2014,en,27,US,4.4
emr+2004,en,53,,5.0
police+academy+5+assignment+miami+beach+1988,en,35,US,4.7
last+hurrah+for+chivalry+1979,cn,28,HK,7.5
none+but+the+lonely+heart+1944,en,18,US,5.7
the+good+fairy+1935,en,35,US,5.0
when+i+grow+up_+ill+be+a+kangaroo+2004,sr,35,RS,9.0
free+radicals+2003,de,35,DE,5.0
the+marine+2006,en,28,US,5.0
a+dogs+will+2000,pt,12,BR,8.2
silent+souls+2010,ru,18,RU,6.6
tortured+2008,en,80,CA,5.3
wrong+turn+2003,en,27,DE,6.0
grotesque+1988,en,27,US,5.2
we+have+a+pope+2011,it,18,IT,6.7
the+program+1993,en,18,US,6.0
night+on+the+galactic+railroad+1985,ja,16,JP,6.5
alatriste+2006,es,28,ES,5.6
hababam+snf+tatilde+1977,tr,,TR,7.3
stunt+squad+1977,it,28,IT,8.3
bollywoodhollywood+2002,en,35,CA,6.1
shed+no+tears+2013,sv,18,,6.2
a+soldiers+daughter+never+cries+1998,it,18,FR,7.0
would+you+rather+2012,en,53,US,5.8
quiet+city+2007,en,18,US,6.6
the+twilight+samurai+2002,ja,28,JP,7.5
the+year+01+1973,fr,35,FR,7.6
the+dancing+masters+1943,en,35,US,5.2
applause+2009,da,18,DK,5.8
love+is+all+you+need+2012,da,35,DK,6.2
metalhead+2013,is,18,IS,6.9
the+secret+life+of+words+2005,en,18,ES,6.8
hukkle+2002,hu,80,HU,6.6
rage+2014,en,28,FR,5.1
killer+1998,en,,FR,2.5
a+jitney+elopement+1915,en,35,,5.5
visitor+q+2001,ja,35,JP,6.7
st.+martins+lane+1938,en,35,GB,8.0
revolt+of+the+zombies+1936,en,27,US,3.0
le+amiche+1955,it,10749,IT,6.9
harvard+beats+yale+29-29+2008,en,99,,6.5
very+ordinary+couple+2013,en,35,KR,5.4
sigur+rs+heima+2007,en,10402,IS,8.0
the+hanoi+hilton+1987,en,10752,US,7.0
a+sense+of+history+1992,en,18,GB,7.4
marathon+man+1976,en,53,US,7.2
zatichis+cane+sword+1967,ja,12,JP,6.8
better+living+through+circuitry+1999,en,99,,4.0
boogie-doodle+1940,en,,CA,6.8
fire+in+castilla+tactilvision+from+the+moor+of+the+fright+1961,es,99,ES,7.6
carlitos+way+1993,en,28,US,7.7
jour+de+fte+1949,fr,35,FR,7.2
eichmann+2007,en,36,HU,5.7
2012+supernova+2009,en,28,US,3.7
cold+trail+2006,is,18,IS,6.0
black+sea+2014,en,12,GB,6.2
237+2006,en,18,AU,6.7
love+in+the+time+of+money+2002,en,18,,5.3
the+mighty+quinn+1989,en,28,US,5.8
the+great+happiness+space+tale+of+an+osaka+love+thief+2006,en,99,,7.1
the+human+family+tree+2009,en,99,US,8.0
charlie+chans+courage+1934,en,9648,US,0.0
night+of+the+running+man+1995,en,28,,6.3
slap+shot+1977,en,18,US,7.1
concrete+night+2013,en,18,DK,6.4
paul+williams+still+alive+2011,en,10402,,6.2
toys+in+the+attic+1963,en,18,US,7.5
herr+lehmann+2003,de,35,DE,6.9
my+man+godfrey+1957,en,35,US,6.4
bloody+bloody+bible+camp+2012,en,35,US,5.3
the+painted+veil+2006,en,18,CA,7.1
dangerous+beauty+1998,en,18,US,6.9
kapitalism+our+improved+formula+2010,nl,99,RO,5.0
harlem+nights+1989,en,35,US,5.7
excess+baggage+1997,en,28,US,5.6
csar+1936,fr,35,FR,9.0
one+night+stand+1997,en,18,US,5.7
somers+town+2008,en,35,GB,6.9
welcome+to+dongmakgol+2005,ko,10752,KR,7.7
age+of+heroes+2011,en,18,GB,5.5
the+green+prince+2014,en,99,,7.4
the+empire+strikes+back+1980,en,12,US,8.2
the+escapist+2002,en,28,GB,5.9
my+life+as+a+dog+1985,sv,18,SE,7.3
kill+by+inches+1999,en,,,0.0
nothings+all+bad+2010,da,18,DK,7.8
moving+out+1983,en,,,0.0
sex+up+your+life+2005,de,35,,6.4
hansel++gretel+2013,en,27,,4.7
north+beach+2000,en,10749,US,0.0
alice+2005,pt,18,PT,6.8
threesome+1994,en,35,US,6.3
killer+force+1976,en,28,IE,3.7
mothlight+1963,en,,US,6.1
the+return+of+the+prodigal+son+1967,cs,18,CZ,6.0
unstoppable+2010,en,28,US,6.3
piranha+3d+2010,en,35,US,5.3
shanghai+knights+2003,en,28,HK,6.0
the+rains+of+ranchipur+1956,en,28,US,4.0
murderous+maids+2000,en,18,FR,7.2
the+land+1969,ar,18,EG,9.8
crouching+tiger_+hidden+dragon+2000,zh,12,CN,7.2
uncommon+valor+1983,en,28,US,6.2
no+mans+land+1987,en,28,US,6.1
bffs+2014,en,35,US,6.5
scooby-doo+2+monsters+unleashed+2004,en,9648,US,5.4
three+smart+girls+grow+up+1939,en,35,US,7.0
the+swindle+1997,fr,35,FR,6.4
the+colour+of+magic+2008,en,35,GB,6.4
the+ear+1970,cs,9648,CZ,7.5
raising+cain+1992,en,18,US,5.9
this+sporting+life+1963,en,18,GB,6.8
alexandra+2007,ru,10752,FR,6.0
john+waters+this+filthy+world+2006,en,99,US,8.2
notorious+1946,en,53,US,7.8
the+new+rulers+of+the+world+2001,en,99,,5.3
ararat+2002,en,10752,CA,5.7
caddyshack+ii+1988,en,35,US,3.9
flower++garnet+2002,en,18,,0.0
girls+cant+swim+2000,fr,18,FR,4.5
zatichi+and+the+fugitives+1968,ja,12,JP,5.0
wind+1992,en,28,US,6.1
the+cat+in+the+hat+2003,en,35,US,4.9
foxes+1980,en,18,US,5.7
in+my+skin+2002,fr,18,FR,6.3
halloween+iii+season+of+the+witch+1982,en,27,US,5.0
the+blue+bird+1940,en,18,US,6.4
syndromes+and+a+century+2006,th,18,TH,7.1
the+bank+2001,en,18,AU,5.0
fantasma+2006,en,18,,6.7
beauty+and+the+beast+2009,en,14,AU,5.1
uncertainty+2009,en,18,US,5.7
in+the+grip+of+passion+1947,fi,18,FI,0.0
nutty+professor+ii+the+klumps+2000,en,14,US,4.7
the+nazi+officers+wife+2003,en,99,US,5.0
brain+smasher...+a+love+story+1993,en,28,,6.3
the+clan+of+the+cave+bear+1986,en,12,US,4.7
el+asombroso+mundo+de+borjamari+y+pocholo+2004,es,35,ES,5.4
sixteen+candles+1984,en,35,US,6.9
the+discreet+charm+of+the+bourgeoisie+1972,fr,35,FR,7.4
the+butterfly+effect+2004,en,878,CA,7.3
chasing+liberty+2004,en,35,GB,6.1
holes+in+my+shoes+,en,,,0.0
princess+aurora+2005,ko,80,KR,5.4
rurouni+kenshin+2012,ja,28,JP,7.2
american+ninja+2+the+confrontation+1987,en,28,US,4.9
supermanbatman+public+enemies+2009,en,16,US,6.7
scorned+2013,en,53,US,5.0
yesterday+was+a+lie+2008,en,18,US,6.0
tuyas+marriage+2006,zh,18,CN,7.6
killing+lincoln+2013,en,99,US,5.5
wreck-it+ralph+2012,en,10751,US,7.1
the+dark+knight+rises+2012,en,28,US,7.6
a+kind+of+america+2+2008,hu,35,HU,7.2
the+manhattan+project+1986,en,878,US,6.1
no+way+to+treat+a+lady+1968,en,35,US,6.3
cold+creek+manor+2003,en,9648,CA,4.9
kleines+arschloch+-+der+film+1997,de,16,DE,4.7
excuse+me+for+living+2012,en,10749,,4.8
lady+with+the+dog+1960,ru,10749,RU,4.6
a+summer+place+1959,en,18,US,6.5
for+the+bible+tells+me+so+2007,en,99,US,6.9
safety+patrol+1998,en,,,6.0
the+alley+cats+1966,en,18,,2.5
damien+omen+ii+1978,en,28,US,6.1
one+hour+with+you+1932,en,35,US,5.4
empire+falls+2005,en,18,US,6.4
whatever+it+takes+2000,en,18,US,5.1
the+fast+and+the+furious+tokyo+drift+2006,en,28,JP,6.1
support+your+local+gunfighter+1971,en,28,US,6.6
career+girls+1997,en,18,FR,7.4
colombiana+2011,en,28,FR,6.5
me_+myself+and+mum+2013,fr,35,FR,6.6
runaway+brain+1995,en,16,,5.9
the+day+after+1983,en,10770,US,6.7
the+crow+salvation+2000,en,28,DE,4.9
dancer_+texas+pop.+81+1998,en,35,US,10.0
the+book+of+stars+1999,en,,,7.0
into+the+middle+of+nowhere+2010,en,,GB,0.0
cats+eye+1985,en,35,US,5.9
article+99+1992,en,35,US,5.5
ghost+in+the+shell+arise+-+border+1+ghost+pain+2013,ja,28,JP,7.1
ring+of+bright+water+1969,en,18,GB,3.2
green+street+hooligans+2005,en,80,GB,7.1
breathing+fire+1991,es,28,US,6.6
the+grim+reaper+1980,it,27,IT,5.2
lines+horizontal+1962,en,16,CA,5.5
beyond+the+time+barrier+1960,en,10749,US,6.0
poor+white+trash+2000,en,80,US,3.9
casualties+of+war+1989,en,18,TH,6.8
wicked+little+things+2006,en,14,US,4.8
kajaki+2014,en,53,GB,6.3
quid+pro+quo+2008,en,9648,US,6.0
child+of+rage+1992,en,,,4.8
excuse+me+darling_+but+lucas+loved+me+1997,es,35,ES,5.0
the+master+of+disguise+2002,en,35,US,3.7
dandelion+2004,en,18,US,7.8
inception+2010,en,28,GB,8.1
out+of+mind+the+stories+of+h.p.+lovecraft+1998,en,27,,7.0
winnebago+man+2009,en,35,US,6.5
easy+virtue+1928,en,18,,5.4
cazuza+time+doesnt+stop+2004,pt,18,BR,6.9
tom+thumb+1958,en,12,US,6.2
the+bastards+2008,en,28,MX,6.2
an+unmarried+woman+1978,en,18,US,6.1
om+shanti+om+2007,hi,35,IN,7.2
starship+troopers+3+marauder+2008,en,12,US,4.2
swing+vote+2008,en,18,US,5.8
foreign+intrigue+1956,en,18,,6.8
management+2009,en,35,US,5.5
age+of+tomorrow+2014,en,53,US,2.9
hot+rods+to+hell+1967,en,28,US,3.9
harper+1966,en,28,US,6.3
cocoon+1985,en,35,US,6.5
gasht-e+ershad+2012,fa,18,,6.0
little+lili+2003,en,18,FR,5.6
the+leading+man+1996,en,53,GB,0.0
the+trip+to+bountiful+2014,en,18,US,3.8
yuva+2004,hi,12,IN,6.5
shanghai+2012,hi,18,,7.2
strange+invaders+2002,en,16,CA,6.0
skellig+2009,en,18,GB,4.6
kanak+attack+2000,de,18,DE,7.0
weekend+2011,en,18,GB,7.5
darkness+2002,en,27,ES,5.6
the+three+musketeers+1973,en,28,US,6.8
she+monkeys+2011,sv,18,SE,4.7
my+avatar+and+me+2010,da,99,,0.0
the+ghost+story+of+oiwas+spirit+1961,ja,27,JP,8.0
the+death+of+maria+malibran+1972,en,18,DE,7.8
spinning+plates+2013,en,99,US,5.6
babette+goes+to+war+1959,fr,35,FR,6.0
lethal+weapon+1987,en,12,US,7.0
in+the+beginning+2009,fr,18,FR,6.2
wild+side+2004,fr,18,BE,6.9
andy+hardy+meets+debutante+1940,en,35,US,6.5
sonatine+1993,ja,28,JP,7.3
bob+funk+2009,en,35,US,5.0
cousin+angelica+1974,es,18,ES,5.5
the+magic+of+ordinary+days+2005,en,18,US,6.2
the+barrens+2012,en,27,CA,5.1
the+children+of+huang+shi+2008,zh,18,AU,6.5
pandorum+2009,en,28,DE,6.5
a+man+called+peter+1955,en,18,US,6.1
king+ralph+1991,en,35,US,5.3
the+twilight+people+1972,en,27,,3.0
religulous+2008,en,35,US,7.2
flipped+2010,en,10749,US,7.4
reefer+madness+the+movie+musical+2005,en,35,CA,6.9
the+sum+of+all+fears+2002,en,53,US,5.9
cthulhu+2007,en,27,,4.7
holidaze+2013,en,10749,CA,4.9
the+goonies+1985,en,12,US,7.4
moneyball+2011,en,18,US,7.0
bamako+2006,bm,18,ML,6.4
dead+souls+2012,en,27,US,3.9
the+matrix+1999,en,28,AU,7.9
the+hunter+2010,fa,18,IR,6.8
rockers+1978,en,18,JM,6.4
life+and+nothing+but+1989,fr,10752,FR,6.4
no+way+back+1995,en,28,US,5.0
are+you+here+2013,en,35,US,5.0
french+twist+1995,fr,35,FR,6.0
within+the+woods+1978,en,27,US,6.3
blackadder+back++forth+1999,en,35,GB,7.1
kisses+for+my+president+1964,en,35,US,6.0
how+i+killed+my+father+2001,en,18,FR,6.3
the+descent+2005,en,12,GB,6.9
the+captive+2014,en,18,CA,5.8
oceans+2009,en,99,FR,7.3
hazmat+2013,en,27,US,4.8
the+man+in+possession+1931,en,35,US,0.0
our+little+girl+1935,en,35,US,4.0
at+berkeley+2013,en,99,,7.2
bottle+rocket+1996,en,35,US,6.8
44+inch+chest+2009,en,18,GB,6.0
talladega+nights+the+ballad+of+ricky+bobby+2006,en,35,US,6.2
college+road+trip+2008,en,35,US,5.0
the+brave+little+toaster+1987,en,14,US,6.8
mamma+roma+1962,it,18,IT,7.5
kings+of+the+sun+1963,en,28,US,5.1
the+studio+murder+mystery+1932,en,35,US,0.0
thankskilling+3+2012,en,35,US,2.8
boogie+2009,es,28,AR,5.9
wake+of+the+red+witch+1948,en,28,US,5.2
if+you+could+only+cook+1935,en,35,US,6.8
nazty+nuisance+1943,en,28,US,1.0
made+for+each+other+1939,en,35,US,4.9
naked+childhood+1968,fr,18,FR,6.4
americas+most+haunted+inns+,en,99,,0.0
madame+curie+1943,en,18,US,6.7
main+hoon+na+2004,hi,18,IN,7.1
countess+dracula+1971,en,27,GB,5.7
babylon+5+a+call+to+arms+1999,en,28,US,6.9
rush+hour+1998,en,28,US,6.8
into+the+storm+2014,en,28,US,5.8
ghosts+of+cit+soleil+2006,en,99,,5.0
speedway+1929,en,18,US,0.0
edge+of+tomorrow+2014,en,28,AU,7.6
the+nanny+diaries+2007,en,35,US,6.1
the+man+from+london+2008,hu,80,HU,7.1
batman+mystery+of+the+batwoman+2003,en,12,US,6.6
battle+of+los+angeles+2011,en,878,US,3.8
the+blue+gardenia+1953,en,80,US,6.2
get+low+2010,en,35,US,6.5
tiny+furniture+2010,en,10749,US,5.6
the+long+absence+1961,en,,FR,5.7
katalin+varga+2009,en,53,RO,7.0
the+day+the+earth+stood+still+1951,en,18,US,7.3
full+tilt+boogie+1997,en,99,US,7.0
little+indian_+big+city+1994,fr,12,FR,6.0
america+the+beautiful+2008,en,99,,6.1
the+lone+ranger+and+the+lost+city+of+gold+1958,en,28,US,6.3
friends+with+benefits+2011,en,10749,US,6.5
memphis+belle+1990,en,18,JP,6.4
el+tren+de+la+memoria+2005,en,,,6.0
jeffrey+1995,en,35,US,6.5
before+i+disappear+2014,en,18,GB,6.5
best+laid+plans+1999,en,18,US,6.0
dont+blink+2014,en,27,US,4.7
shanghai+noon+2000,en,12,HK,6.2
wild+orchid+1989,en,18,US,4.6
assault+on+precinct+13+1976,en,28,US,7.1
waterboys+2001,ja,35,JP,6.0
white+lightnin+2009,en,18,GB,7.3
pale+rider+1985,en,10749,US,7.0
desperate+living+1977,en,35,US,6.7
in+your+hands+2004,da,18,DK,5.6
tarda+estate+2010,it,18,IT,0.0
vengeance+is+mine+1979,ja,80,JP,7.7
brand+upon+the+brain+a+remembrance+in+12+chapters+2007,en,18,CA,6.6
dear+wendy+2005,en,35,DK,5.6
paranormal+activity+2+2010,en,27,US,5.7
the+perfect+family+2011,en,35,US,4.7
the+poseidon+adventure+1972,en,28,US,7.3
benji+2012,en,99,,8.0
driven+2001,en,28,AU,4.5
the+big+kahuna+2000,en,35,US,6.8
in+a+day+2006,en,35,,7.1
the+forger+2011,en,18,US,6.0
crazy+beautiful+you+2015,en,18,PH,7.0
toy+story+2+1999,en,16,US,7.3
kermits+swamp+years+2002,en,14,US,5.6
brides+2004,el,18,GR,6.7
sugarbaby+1985,de,35,DE,6.0
heist+2001,en,28,US,6.3
inescapable+2012,en,53,CA,5.2
another+harvest+moon+2010,en,18,,6.0
elsa++fred+2014,en,35,US,6.2
9to5+days+in+porn+2008,en,99,DE,6.1
driving+lessons+2006,en,18,GB,6.3
howls+moving+castle+2004,ja,14,JP,8.2
the+irony+of+fate_+or+enjoy+your+bath+1975,ru,18,RU,7.2
buttcrack+1998,en,27,,3.4
the+black+power+mixtape+1967-1975+2011,en,99,US,7.7
story+of+my+death+2013,ca,36,ES,8.2
the+battle+of+algiers+1966,it,18,IT,7.8
one+lucky+elephant+2011,en,99,,8.0
the+starfighters+1964,en,,US,1.2
innocent+blood+1992,en,35,US,6.2
a+skin+too+few+the+days+of+nick+drake+2002,en,99,NL,7.3
mulberry+street+2006,en,27,US,5.3
waking+life+2001,en,16,US,7.6
traitor+2008,en,18,US,6.6
once+upon+a+crime+1992,en,80,DE,5.3
terraferma+2011,it,18,FR,6.5
power+1986,en,18,US,5.6
the+awful+dr.+orlof+1962,es,27,ES,6.1
the+traveler+1974,fa,18,IR,5.3
getting+even+with+dad+1994,en,10751,US,4.5
miranda+1948,en,35,GB,6.8
love+and+pigeons+1984,ru,35,RU,6.9
the+inhabited+island+2008,ru,28,RU,5.4
the+great+war+1959,it,18,FR,7.6
stuart+little+2+2002,en,10751,US,5.4
the+prince++me+2004,en,35,CZ,5.9
othello+1995,en,18,IT,7.0
los+flamencos+2013,en,35,BE,6.5
epitaph+2007,ko,27,KR,6.4
starstruck+1982,en,35,AU,8.0
zulu+1964,en,28,GB,7.4
strictly+sexual+2008,en,18,US,6.3
dog+soldiers+2002,en,27,LU,6.7
mahogany+1975,en,18,US,6.3
flight+of+the+navigator+1986,en,10751,US,6.9
cain+and+mabel+1936,en,35,US,8.0
the+flaw+2011,en,99,GB,0.0
the+dust+factory+2004,en,14,US,4.5
the+private+life+of+henry+viii+1933,en,35,GB,6.2
vares+-+the+path+of+the+righteous+men+2012,fi,28,FI,5.9
kandahar+2001,en,18,IR,6.0
messiah+of+evil+1973,en,9648,US,6.7
slumming+2006,en,35,AT,6.4
cyclo+1995,vi,80,VN,6.8
holy+wars+2010,en,,US,8.0
the+fighting+69th+1940,en,28,US,5.9
muddy+river+1981,ja,18,JP,6.2
tin+men+1987,en,35,US,6.8
silkwood+1983,en,18,US,6.9
heaven+is+for+real+2014,en,18,US,6.1
sky+fighters+2005,fr,12,FR,6.4
the+hunting+of+the+president+2004,en,99,,8.0
shower+1999,zh,35,CN,6.8
offspring+2009,en,27,US,5.1
ill+never+forget+whatsisname+1967,en,35,GB,7.0
ladybird+ladybird+1994,en,18,GB,7.4
the+locals+2003,en,27,NZ,5.7
the+mating+season+1951,en,35,US,6.6
city+zero+1989,ru,878,RU,6.3
the+exploding+girl+2009,en,18,,6.4
the+crazies+2010,en,9648,US,6.2
king+lear+1987,en,35,US,6.7
machine-gun+kelly+1958,en,80,US,6.6
bond+girls+are+forever+2002,en,99,,5.2
black+fury+1935,en,80,US,7.0
cheers+for+miss+bishop+1941,en,35,US,6.5
the+scar+2013,en,18,CA,0.0
hotel+for+dogs+2009,en,35,US,5.7
from+paris+with+love+2010,en,28,GB,6.2
roger++me+1989,en,99,US,7.4
star+trek+insurrection+1998,en,878,US,6.3
backfire+1950,en,9648,US,5.5
the+grim+reaper+1962,it,18,IT,6.8
stealing+home+1988,en,18,US,5.9
borgman+2013,nl,53,NL,6.6
spare+parts+2015,en,28,,6.6
steal+a+pencil+for+me+2007,en,99,,7.0
wish+upon+a+star+1996,en,10751,US,6.2
american+wedding+2003,en,35,US,6.0
dinosaurs++a+fun-filled+trip+back+in+time+1987,en,,,10.0
the+oklahoma+kid+1939,en,37,US,5.7
show+me+love+1998,sv,35,SE,7.1
love+and+honor+2006,ja,18,JP,7.4
out+of+sight+1998,en,10749,US,6.5
steel+1979,en,28,US,4.7
route+666+2001,en,27,US,4.9
a+happy+event+2011,fr,18,BE,6.0
+laventure+2008,fr,18,FR,5.0
oliver+twist+1999,en,18,,6.3
end+of+the+game+1975,de,9648,DE,5.7
hell+baby+2013,en,35,US,4.9
sherlock+holmes+the+hound+of+the+baskervilles+1988,en,18,GB,6.6
recoil+2011,en,28,CA,5.0
a+deeper+shade+of+blue+2011,en,99,,8.0
scarecrow+1973,en,18,US,6.8
hubble+3d+2010,en,99,CA,6.7
beloved+2011,en,18,FR,6.7
toronto+stories+2008,en,18,CA,4.8
ghostbusters+ii+1989,en,35,US,6.3
road+house+1948,en,18,US,6.2
sullivans+travels+1941,en,12,US,8.0
keyhole+2011,en,18,CA,5.8
charlottes+web+2006,en,35,DE,5.8
desire+the+vampire+1982,en,10770,US,4.0
human+trafficking+2005,en,18,CA,7.2
homegrown+1998,en,18,US,5.5
last+life+in+the+universe+2003,th,18,TH,7.3
career+1959,en,18,US,0.0
the+delicate+delinquent+1957,en,35,US,6.4
imagine+im+beautiful+2014,en,18,,6.5
me+and+earl+and+the+dying+girl+2015,en,35,US,7.7
hornets+nest+1970,en,10752,,6.2
heathcliff+the+movie+1986,en,35,US,7.0
stella+maris+1918,en,18,US,7.6
life+for+sale+2011,en,,FI,7.2
the+squeeze+1987,en,80,US,5.8
tuesday_+after+christmas+2010,ro,18,RO,6.5
bye+bye+monkey+1978,it,35,FR,5.9
funky+forest+the+first+contact+2005,ja,35,JP,6.0
night+court+1932,en,80,US,8.0
bury+my+heart+at+wounded+knee+2007,en,10770,US,6.0
speed++angels+2008,en,99,,3.3
the+confessional+1995,fr,53,CA,6.5
last+days+2005,en,18,US,5.3
phoenix+2014,de,18,DE,6.4
the+juche+idea+2008,en,,,5.0
dossier+51+1978,fr,80,DE,6.0
coming+out+1989,de,18,DE,7.0
woman+obsessed+1959,it,18,US,6.0
home+movie+2008,en,18,US,5.1
bombay+beach+2011,en,99,US,6.5
hangmen+also+die+1943,en,18,US,6.8
leaving+2009,fr,18,FR,5.8
palme+2012,sv,99,SE,7.2
aimee++jaguar+1999,de,18,DE,6.3
the+white+countess+2005,en,18,CN,6.9
blue+collar+1978,en,18,US,7.2
amityville+ii+the+possession+1982,en,27,IT,5.9
a+show+of+force+1990,en,80,US,3.7
human+resources+1999,fr,18,FR,6.4
lifted+2006,en,16,US,7.6
vpeli+krmy+ja+eteln+hetelmt+1992,fi,,,3.0
i+love+you+to+death+1990,en,28,US,6.2
guns_+girls+and+gambling+2011,en,80,US,5.2
shiri+1999,ko,28,KR,6.0
the+smiling+ghost+1941,en,35,US,6.5
baffled+1973,en,53,GB,3.0
the+lost+battalion+2001,en,36,US,6.0
see+no+evil+1971,en,80,GB,6.1
la+belle+noiseuse+1991,en,18,FR,7.4
the+end+of+poverty+2008,en,99,,0.0
critical+care+1997,en,35,US,6.1
the+innocent+1976,it,18,IT,6.0
halloween+ii+2009,en,27,US,5.1
homeboy+1988,en,18,US,3.8
illegal+1955,en,80,US,6.1
my+beautiful+dacia+2009,en,,,0.0
casablanca+express+1989,en,18,,4.0
paan+singh+tomar+2012,hi,80,IN,7.3
crossed+tracks+2007,en,18,FR,6.6
morgan+plsson+-+vrldsreporter+2008,sv,35,JO,4.8
oculus+2013,en,27,US,6.3
halloweentown+high+2004,en,12,US,5.9
king+kong+1976,en,12,US,5.9
ip+man+2+2010,cn,28,HK,7.2
the+legend+of+sleepy+hollow+1949,en,10751,US,7.1
tongan+ninja+2002,en,28,NZ,4.9
the+longest+day+1962,en,28,US,7.3
roustabout+1964,en,18,US,5.8
spaced+invaders+1990,en,35,US,4.8
the+allnighter+1987,en,35,,4.3
man+made+monster+1941,en,27,US,7.8
rapid+fire+2006,en,28,CA,5.5
looking+for+maria+sanchez+2013,es,10749,PR,10.0
two+sisters+from+boston+1946,en,35,US,0.0
hostel+part+ii+2007,en,27,US,5.6
romper+stomper+1992,en,28,AU,6.6
3+godfathers+1948,en,28,US,6.1
whitewash+2013,en,18,CA,6.3
the+fast+and+the+furious+1955,en,28,US,3.8
edvard+munch+1974,no,18,NO,6.9
same+time_+next+year+1978,en,35,US,6.5
dark+island+2010,en,28,CA,3.4
the+jericho+mile+1979,en,18,US,5.1
chimes+at+midnight+1965,en,35,CH,6.8
outrage+2010,ja,28,JP,6.7
kidnap+syndicate+1975,it,80,IT,7.0
lake+of+fire+2006,en,99,,8.1
dead+end+drive-in+1986,en,28,AU,6.4
nmadak+tx+2006,es,,ES,0.0
carry+on+cruising+1962,en,35,GB,5.7
three+guys+named+mike+1951,en,10749,US,5.7
drunken+master+1978,cn,28,HK,7.2
living+with+wolves+2005,en,99,,7.1
indochine+1992,fr,18,FR,7.2
h.p.+lovecrafts+the+tomb+2007,en,18,US,1.4
blue+crush+2002,en,12,DE,5.6
voodoo+tiger+1952,en,,US,0.0
benji+the+hunted+1987,en,28,US,6.4
copper+mountain+1983,en,35,US,2.9
the+great+white+hype+1996,en,35,US,5.1
eureka+1983,en,18,GB,5.8
alice+in+wonderland+1933,en,28,US,5.4
ot+our+town+2002,en,99,,5.0
winter+break+2003,en,35,US,3.6
free+the+mind+2013,en,99,,6.2
earthquake+1974,en,28,US,5.6
stormy+waters+1941,fr,28,FR,6.4
total+eclipse+1995,en,18,FR,6.5
belle+de+jour+1967,fr,18,FR,7.3
bordertown+2006,en,80,US,6.2
summer+hours+2008,fr,35,FR,6.8
three+wise+men+2008,fi,18,FI,5.0
